london, 51.507351, -0.127758,
oxford, 51.752021, -1.257726,
nottingham, 52.954783, -1.158109,
derby, 52.922530, -1.474619,
cambridge, 52.205337, 0.121817,
bristol, 51.454513, -2.587910,
brighton, 50.822530, -0.137163,
sheffield, 53.381129, -1.470085,
leeds, 53.800755, -1.549077,
manchester, 53.480759, -2.242631,
